price,product_detail,hyperlink
36.74,CN-0GK1K2 FF3FN Dell GK1K2 Studio XPS 7100 Motherboard AMD SOCKET AM2+ AM3 Motherboards,https://www.newegg.com/p/2MG-000G-00045
279.99,ASUS ROG STRIX X370-I GAMING AM4 AMD X370 SATA 6Gb/s USB 3.1 Mini ITX AMD Motherboard,https://www.newegg.com/asus-rog-strix-x370-i-gaming/p/N82E16813119055
38.26,ECS A68F2P-M4 (V1.0) FM2+ AMD A68H USB 3.0 HDMI Micro ATX AMD Motherboard,https://www.newegg.com/ecs-a68f2p-m4/p/N82E16813135398
159.99,ASUS Crosshair IV Formula AM3 AMD 890FX SATA 6Gb/s USB 3.0 ATX AMD Motherboard,https://www.newegg.com/asus-crosshair-iv-formula/p/N82E16813131644
79.98,GIGABYTE GA-F2A68HM-DS2H FM2+ AMD A68H SATA 6Gb/s USB 3.0 HDMI Micro ATX AMD Motherboard,https://www.newegg.com/gigabyte-ga-f2a68hm-ds2h/p/N82E16813128764
31.90,OEM HP 6000 6005 PRO SFF AMD AM3 DDR3 DESKTOP MOTHERBOARD 503335-001 531966-001,https://www.newegg.com/p/2HK-0013-00804
38.26,A78F2P-M V1.0 ECS AMD A78 Chipset FM2+ Socket DDR3L Micro ATX Motherboard US AMD Socket FM2+ Motherboard,https://www.newegg.com/p/2MG-0002-00055
169.99,GIGABYTE X470 AORUS ULTRA GAMING AM4 AMD X470 SATA 6Gb/s ATX AMD Motherboard,https://www.newegg.com/gigabyte-x470-aorus-ultra-gaming/p/N82E16813145060
131.99,ASUS M5A97 R2.0 AM3+ AMD 970 + SB 950 SATA 6Gb/s USB 3.0 ATX AMD Motherboard with UEFI BIOS,https://www.newegg.com/asus-m5a97-r2-0/p/N82E16813131873
138.99,ASUS A88X-PRO FM2+ / FM2 AMD A88X (Bolton D4) SATA 6Gb/s USB 3.0 HDMI ATX AMD Motherboard,https://www.newegg.com/asus-a88x-pro/p/N82E16813132056
129.99,GIGABYTE GA-F2A68HM-H FM2+ AMD A68H SATA 6Gb/s USB 3.0 HDMI Micro ATX AMD Motherboard,https://www.newegg.com/gigabyte-ga-f2a68hm-h/p/N82E16813128763
99.99,ASUS F1A75-M PRO FM1 AMD A75 (Hudson D3) SATA 6Gb/s USB 3.0 HDMI Micro ATX AMD Motherboard with UEFI BIOS,https://www.newegg.com/asus-f1a75-m-pro/p/N82E16813131764
79.99,GIGABYTE GA-880GM-UD2H AM3 AMD 880G HDMI Micro ATX AMD Motherboard,https://www.newegg.com/gigabyte-ga-880gm-ud2h/p/N82E16813128439
99.99,MSI 760GM-E51 (FX) AM3+ AMD 760G HDMI Micro ATX AMD Motherboard,https://www.newegg.com/msi-760gm-e51/p/N82E16813130634
229.99,ASRock 970A-G/3.1 AM3+/AM3 AMD 970 SATA 6Gb/s USB 3.1 USB 3.0 ATX AMD Motherboard,https://www.newegg.com/asrock-970a-g-3-1/p/N82E16813157688
299.99,ASRock X570 TAICHI AM4 AMD Premium X570 SATA 6Gb/s ATX AMD Motherboard,https://www.newegg.com/asrock-x570-taichi/p/N82E16813157883
299.99,MSI 990FXA-GD80 V2 AM3+ AMD 990FX + SB950 SATA 6Gb/s USB 3.0 ATX AMD Motherboard,https://www.newegg.com/msi-990fxa-gd80-v2/p/N82E16813130649
279.99,MSI MSI Gaming 990FXA-GAMING AM3+/ AM3 AMD 990FX & SB950 SATA 6Gb/s USB 3.1 ATX AMD Motherboard,https://www.newegg.com/msi-gaming-990fxa-gaming/p/N82E16813130859
138.99,GIGABYTE GA-890GPA-UD3H AM3 AMD 890GX SATA 6Gb/s USB 3.0 HDMI ATX AMD Motherboard,https://www.newegg.com/gigabyte-ga-890gpa-ud3h/p/N82E16813128435
109.99,ASUS A78M-E FM2+ AMD A78 (Bolton D3) SATA 6Gb/s USB 3.0 HDMI Micro ATX AMD Motherboard,https://www.newegg.com/asus-a78m-e/p/N82E16813132135
99.99,GIGABYTE GA-880GMA-UD2H AM3 AMD 880G SATA 6Gb/s USB 3.0 HDMI Micro ATX AMD Motherboard,https://www.newegg.com/gigabyte-ga-880gma-ud2h/p/N82E16813128445
79.88,ASUS F1A55-M LE FM1 AMD A55 (Hudson D2) Micro ATX AMD Motherboard with UEFI BIOS,https://www.newegg.com/asus-f1a55-m-le/p/N82E16813131796
159.99,ASUS M4A87TD EVO AM3 AMD 870 SATA 6Gb/s USB 3.0 ATX AMD Motherboard,https://www.newegg.com/asus-m4a87td-evo/p/N82E16813131647
159.99,ASUS M4A88T-M/USB3 AM3 AMD 880G USB 3.0 HDMI Micro ATX AMD Motherboard,https://www.newegg.com/asus-m4a88t-m-usb3/p/N82E16813131660
58.99,GIGABYTE GA-A55M-DS2 FM1 AMD A55 (Hudson D2) Micro ATX AMD Motherboard,https://www.newegg.com/gigabyte-ga-a55m-ds2/p/N82E16813128530
199.88,ASUS M4A79T Deluxe AM3 DDR3 AMD 790FX ATX AMD Motherboard,https://www.newegg.com/asus-m4a79t-deluxe/p/N82E16813131363
139.99,MSI 760GM-P35 AM3 AMD 760G HDMI Micro ATX AMD Motherboard,https://www.newegg.com/msi-760gm-p35/p/N82E16813130560
279.99,COLORFUL X570 GAMING PRO V14 Gaming Motherboard AMD AM4 SATA 6Gb/s M.2 USB 3.1 Gen 2 HDMI DP Standard ATX Motherboard,https://www.newegg.com/colorful-cvn-x570-gaming-pro/p/2MG-001S-00003
614.49,Asus ROGCROSSHAIRVIIIFORM ROG X570 Crosshair VIII Formula AMD AM4 DDR4 PCIe 4.0 Gaming Motherboard,https://www.newegg.com/p/296-000K-000S0
1641.22,E-ATX 8 x DDR4 DIMM Max 128GB Socket TR4 AMD X399 AORUS Motherboard with 10+3 IR Digital PWM   Dual Intel® GbE LAN + AQUANTIA® 10GbE BASE-T LAN,https://www.newegg.com/p/2MG-003C-00006
376.22,GIGABYTE X570 AORUS PRO AM4 AMD X570 SATA 6Gb/s ATX AMD Motherboard,https://www.newegg.com/gigabyte-x570-aorus-pro/p/N82E16813145167
226.99,ASUS ROG Strix B450-I Gaming Motherboard (Mini ITX) AMD Ryzen 2 AM4 DDR4 HDMI M.2 B450 USB 3.1 Gen2,https://www.newegg.com/p/1HD-0015-001T2
946.74,MSI MEG X570 GODLIKE Socket AM4/ AMD X570/ DDR4/ QUAD CROSSFIRE/ SATA3&USB3.2/,https://www.newegg.com/msi-x570godlike/p/2MG-000M-001Y8
429.95,ASRock X470D4U2-2T Ryzen Series AM4 X470 Micro ATX Motherboard   Dual 10G LAN   IPMI - BULK Packaging,https://www.newegg.com/p/2MG-001J-00076
409.95,MSI MEG X570 UNIFY AM4 AMD X570 SATAIII USB3.2 Gen2 Wi-Fi 6 ATX Motherboard,https://www.newegg.com/msi-meg-x570-unify/p/2MG-000M-00225
168.79,MSI B450I GAMING PLUS AC Socket AM4 AMD B450 SATAIII USB3.0 Mini-ITX Motherboard,https://www.newegg.com/p/2MG-000M-001Z5
720.50,MSI MEG X570 GODLIKE Motherboard (AMD AM4   PCIe 4.0   DDR4   SATA 6Gb/s   Triple M.2   USB 3.2   AX Wi-Fi 6   10G Super LAN   Extended-ATX),https://www.newegg.com/p/1HD-002J-000F3
499.99,MSI MEG X570 ACE Gaming Motherboard AMD AM4 SATA 6Gb/s M.2 USB 3.2 Gen 2 Wi-Fi 6 ATX,https://www.newegg.com/msi-meg-x570-ace/p/2MG-000M-00230
185.14,ROG Strix X470-F GAMING Desktop Motherboard - AMD Chipset (rogstrixx470fgaming),https://www.newegg.com/p/2MG-000B-002H7
266.79,Asus Prime X570 P AM4 AMD X570 ATX DDR4 Motherboard,https://www.newegg.com/asus-prime-x570-p/p/2MG-000B-00344
299.99,ASUS ROG STRIX B350-I GAMING AM4 AMD B350 SATA 6Gb/s USB 3.1 Mini ITX AMD Motherboard,https://www.newegg.com/asus-rog-strix-b350-i-gaming/p/N82E16813119056
130.90,Gigabyte AMD AX370M DS3H Socket AM4 DDR4 Micro ATX Motherboard (GA-AX370M-DS3H),https://www.newegg.com/p/2MG-000K-000C4
184.88,MSI X570-A PRO Motherboard (AMD AM4   DDR4   PCIe 4.0   SATA 6Gb/s   M.2   USB 3.2,https://www.newegg.com/p/2MG-003G-00038
619.03,Socket AM4 ATX DDR4 AMD X470 AORUS motherboard with 8+3 Hybrid Digital PWM   Dual M.2 with Thermal Guard   ALC1220-VB   Intel® 802.11ac Wave2 WIFI Delivered by DHL about 7 business days,https://www.newegg.com/p/2MG-003C-00010
1584.03,ATX  Socket TR4 AMD X399 8 x DDR4 DIMM Max 128GB Ultra Durable motherboard with Dual Intel GbE LAN   Triple M.2 with Thermal Guard   120dB SNR ALC1220 Delivered by DHL about 7 business days,https://www.newegg.com/p/2MG-003C-00008
839.99,MSI MEG X570 GODLIKE Gaming Motherboard AMD AM4 SATA 6Gb/s M.2 USB 3.2 Wi-Fi 6 Extended-ATX,https://www.newegg.com/msi-meg-x570-godlike/p/2MG-000M-00242
103.90,GIGABYTE B450M S2H AM4 AMD B450 SATA 6Gb/s USB 3.1 HDMI Micro ATX AMD Motherboard,https://www.newegg.com/gigabyte-b450m-s2h/p/N82E16813145134
165.32,ASUS 90MB0XG0-M0AAY0 Prime X470 Pro,https://www.newegg.com/p/2MG-000B-002W9
287.92,MSI MPG X570 GAMING EDGE WIFI Socket AM4 AMD X570 USB3.2 Gen2 ATX Motherboard,https://www.newegg.com/msi-mpg-x570-gaming-edge-wifi/p/2MG-000M-001Y5
299.99,ASRock X570 TAICHI AM4 AMD Premium X570 SATA 6Gb/s ATX AMD Motherboard,https://www.newegg.com/asrock-x570-taichi/p/N82E16813157883
105.49,MSI B450M PRO-M2 V2 Socket AM4 AMD B450 SATAIII USB3.0 Micro-ATX Motherboard,https://www.newegg.com/msi-b450m-pro-m2-v2/p/2MG-000M-001T4
212.89,MSI MAG Z390 TOMAHAWK Socket LGA1151 Intel Z390 SATAIII USB3.1 ATX Motherboard,https://www.newegg.com/msi-mag-z390-tomahawk/p/2MG-002G-00005
476.07,ATX  Socket AM4 DDR4 GA-AX370-Gaming K7 Supports AMD Ryzen™ 2nd Generation/ Ryzen™ with Radeon™ Vega Graphics/ Athlon™ with Radeon™ Delivered by DHL about 7 business days,https://www.newegg.com/p/2MG-003C-00011
141.74,Asrock Fatal1ty AMD B450 AM4 Mini ITX DDR4-SDRAM Motherboard,https://www.newegg.com/asrock-fatal1ty-b450-gaming-itx-ac-90-mxb870-a0uayz/p/2MG-001J-00028
1680.85,AMD YD299XAZAFWOF RYZEN THREADRIPPER 2990WX 32,https://www.newegg.com/p/274-000M-000U9
165.00,MSI B450I GAMING PLUS AC Socket AM4 AMD B450 SATAIII USB3.0 Mini-ITX Motherboard,https://www.newegg.com/p/2MG-000M-001N4
483.00,MSI Arsenal Gaming Intel Z270 DDR4 HDMI USB 3 CrossFire ATX Motherboard with Intel Optane Hard Bundle (Z270 Tomahawk OPT Boost),https://www.newegg.com/p/2XX-002J-00003
150.73,MSI B450IGAPLAC B450I GAMING PLUS AC ITX GAMING,https://www.newegg.com/p/2MG-000M-001P1
228.89,Asus ROG Strix B450-E AMD B450 AM4 ATX DDR4-SDRAM Gaming Motherboard,https://www.newegg.com/asus-90mb1070-m0eay0/p/2MG-000B-00346
181.99,GIGABYTE GA-A320MA-M.2 (rev. 1.0) AM4 AMD A320 SATA 6Gb/s USB 3.1 HDMI Micro ATX AMD Motherboard,https://www.newegg.com/gigabyte-ga-a320ma-m-2/p/N82E16813145018
258.05,Micro ATX AMD B450 AORUS M Motherboard with Hybrid Digital PWM   M.2 with Thermal Guard   GIGABYTE Gaming LAN with 25KV ESD Protection Delivered by DHL about 7 business days,https://www.newegg.com/p/2MG-003C-00001
365.61,Asus M4A88T-M Socket AM3 AMD Bare Motherboard,https://www.newegg.com/p/2MG-000B-002S5
189.08,Gigabyte AMD B450 AORUS PRO Socket AM4 DDR4 ATX Motherboard (B450 Aorus Pro),https://www.newegg.com/p/2MG-000K-000C7
99.99,Colorful B450M-HD V14 AM4 AMD B450 SATA 6Gb/s Micro ATX AMD Motherboard SATA3.0 PCIE 3.0 USB3.1 USB3.0 HDMI+DVI+VGA,https://www.newegg.com/colorful-b450m-hd-v14/p/2MG-001S-00002
198.72,Micro ATX Socket AM4 2 x DDR4 DIMM AMD B450M Gaming Motherboard with Hybrid Digital PWM   GIGABYTE Gaming LAN with Bandwidth Management Delivered by DHL about 7 Business days,https://www.newegg.com/p/2MG-003C-00003
177.84,Asus Prime B450M-K Socket AM4 Micro ATX,https://www.newegg.com/p/2MG-000B-002M7
371.00,MSI 880GM-E35 AM3 AMD 880G HDMI Micro ATX AMD Motherboard,https://www.newegg.com/msi-880gm-e35/p/N82E16813130585
69.99,OB: MSI A320M PRO-VH PLUS Motherboard - Micro ATX,https://www.newegg.com/p/2MG-000M-001T6
148.99,ASUS B450 AMD Ryzen 2 ATX Gaming Motherboard AM4 DDR4 HDMI DVI M.2 USB 3.1 Gen2 (Prime B450-Plus),https://www.newegg.com/p/2MG-000B-002N5
141.89,ASUS B450 AMD Ryzen 2 Micro ATX Gaming Motherboard AM4 DDR4 (Prime B450M-A/CSM),https://www.newegg.com/p/1JW-000C-00AK8
399.99,ASUS ROG Crosshair VII Hero (Wi-Fi) AMD Ryzen 2 AM4 DDR4 M.2 Motherboard USB 3.1 Gen2 ATX X470,https://www.newegg.com/p/1HD-0015-001S2
350.31,MSI 785G-E53 ATX Motherboard - AMD 785G   Socket AM3   HDMI   3Gb/s SATA II (RAID)   eSATA   Gigabit Ethe,https://www.newegg.com/p/2MG-000M-001F0
2919.99,Adamant Custom 8-Core Video Editing Rendering Modelling Computer AMD Ryzen 7 3800X 3.9Ghz ASUS TUF X570 64Gb DDR4 RAM 5TB HDD 500Gb 3400MB/s  SSD 750W PSU Wi-Fi Bluetooth Nvidia RTX 2080 Super,https://www.newegg.com/p/1VK-01UA-002C6
109.99,MSI B450M PRO-VDH PLUS Socket AM4 AMD B450 SATAIII USB3.0 Micro-ATX Motherboard,https://www.newegg.com/p/2MG-000M-001U3
479.49,MSI MEG X570 ACE Socket AM4 AMD X570 PCIe 4.0 Dual LAN Wi-Fi 6 ATX Motherboard,https://www.newegg.com/msi-meg-x570-ace/p/2MG-000M-00224
239.99,MSI X470 GAMING PRO CARBON Socket AM4 AMD X470 SATA 6Gb/s USB3.1 ATX Motherboard,https://www.newegg.com/p/2MG-000M-001U1
983.35,ATX 8 x DDR4 DIMM Max 128GB Socket TR4 AMD X399 Gaming Motherboard with RGB Fusion 2.0   Addressable LED Strip Support   Triple M.2 Direct From CPU Delivered by DHL about 7 business days,https://www.newegg.com/p/2MG-003C-00007
142.16,Msi 226811 Mb B450mprom2v2 B450m Pro-m2 V2 Amd Am4 B450 32gb Ddr4 Pcie Matx,https://www.newegg.com/p/1JW-001M-003W4
118.05,A320M-A PRO MAX Socket AM4 AMD A320 DDR4 Micro ATX Motherboard (A320M-A PRO MAX),https://www.newegg.com/p/2MG-000M-00282
507.89,MSI MEG X570 ACE Socket AM4/ AMD X570/ DDR4/ SATA3&USB3.2/ PCIE 4.0/ M.2/,https://www.newegg.com/msi-x570ace/p/2MG-000M-001X9
413.47,MSI MEG X570 ACE Desktop Motherboard - AMD Chipset - Socket AM4,https://www.newegg.com/p/2MG-003G-00025
169.99,ASUS PRIME B350M-K AM4 AMD B350 SATA 6Gb/s USB 3.1 Micro ATX AMD Motherboard,https://www.newegg.com/asus-prime-b350m-k/p/N82E16813119027
99.99,ASRock B450M-HDV R4.0 AM4 AMD Promontory B450 Micro ATX AMD Motherboard,https://www.newegg.com/p/2MG-0035-00007
104.40,Asus Prime B450M-A AMD B450 Socket AM4 Micro ATX,https://www.newegg.com/p/2MG-000B-002N0
101.28,GIGABYTE GA-A320M-H AM4 AMD A320 SATA 6Gb/s USB 3.1 HDMI Micro ATX AMD Motherboard,https://www.newegg.com/gigabyte-ga-a320m-h/p/N82E16813145139
950.00,MSI K9AGM-FID AM2 ATI Radeon Xpress 1150 Micro ATX AMD Motherboard,https://www.newegg.com/msi-k9agm-fid/p/N82E16813130066
299.99,ASRock X570 TAICHI AM4 AMD Premium X570 SATA 6Gb/s ATX AMD Motherboard,https://www.newegg.com/asrock-x570-taichi/p/N82E16813157883
132.34,ASUS TUF B450 Gaming Motherboard AMD Ryzen 2 AM4 DDR4 HDMI DVI-D M.2 Micro ATX (TUF B450M-Plus Gamin,https://www.newegg.com/p/2MG-000B-002N1
288.96,ASUS ROG Crosshair VII Hero AMD Ryzen 2 AM4 DDR4 M.2 USB 3.1 Gen2 ATX X470 Motherboard,https://www.newegg.com/p/2MG-000B-002T0
311.99,ASUS ROG Crosshair VI Hero Motherboard  AMD Ryzen AM4 DDR4 M.2 USB 3.1 ATX X370 with Aura Sync RGB Li,https://www.newegg.com/p/1HD-0015-001U6
449.95,GigaIPC AMD Ryzen V1605B Quad Display Dual GbE LAN Digital Signage Mini ITX Motherboard,https://www.newegg.com/p/2MG-003J-00001
294.73,ASUS ROG Strix X470-I Gaming AMD Ryzen 2 AM4 DDR4 HDMI M.2 mini-ITX Motherboard with 802.11ac Wi-Fi,https://www.newegg.com/p/2MG-000B-002R7
32.65,Gateway SZ2185 SX2370  AMD Desktop Motherboard sFM1 DB.GDV11.001,https://www.newegg.com/p/1HD-001X-000J2
384.63,MSI X470GPLUS Performance Gaming AMD X470 Ryzen 2 AM4 DDR4 Onboard Graphics CFX ATX Motherboard and,https://www.newegg.com/p/2MG-000M-001H2
101.96,MSI B450MPROM2V2  B450MPROM2V2 Socket AM4/ AMD B450/ DDR4/ SATA3 and USB3.1/ M.2/ A and GbE/ MicroATX Motherboard,https://www.newegg.com/p/0ZK-004P-00137
335.00,MSI FM2-A75MA-E35 FM2 AMD A75 (Hudson D3) SATA 6Gb/s USB 3.0 HDMI Micro ATX AMD Motherboard,https://www.newegg.com/msi-fm2-a75ma-e35/p/N82E16813130662
85.34,Gateway DX4380 Desktop Motherboard uATX AMD FM2 A75 AAHD3-VC DB.GEG11.001 NEW,https://www.newegg.com/p/2MG-0010-00093
80.93,Asus M11BB AMD  FM2 90PA0550-M0XBN0 Desktop Motherboard,https://www.newegg.com/p/1HD-0015-002G4
89.93,MSI Motherboard B450MGAPLUS B450M GAMING PLUS AMD RYZEN AM4 B450 32GB DDDR4,https://www.newegg.com/p/2MG-000M-001A5
54.90,motherboard AAHD2-HY   687578-001   683059-001 socket FM1  DDR3 A55  work perfectly,https://www.newegg.com/p/2S7-01JA-13XZ5
201.95,ROG Strix B450-F GAMING Desktop Motherboard - AMD Chipset - Socket AM4,https://www.newegg.com/p/1JW-000C-00D79
321.66,MSI B450 Pro Carbon Gaming Motherboard - AMD B450 Chipset - Socket AM4 - 64GB Ma,https://www.newegg.com/p/2MG-003G-00026
301.99,ASUS TUF Motherboard B450-PRO Gaming AM4 AMD B450 ATX,https://www.newegg.com/p/1HD-0015-001U5
582.36,ASUS Crosshair V Formula AM3+ AMD 990FX SATA 6Gb/s USB 3.0 ATX AMD Republic of Gamers Series Motherb,https://www.newegg.com/p/2MG-000B-002U5
166.65,MSI B450GPCARBAC B450 GAMING PRO CARBON AC ATX,https://www.newegg.com/p/2MG-000M-001P0
391.00,ASRock Taichi Ultimate AMD X470 ATX DDR4-SDRAM Motherboard,https://www.newegg.com/asrock-x470-taichi-ultimate-90-mxb7h0-a0uayz/p/2MG-001J-00023
82.25,ASUS MB PRIME A320M-K AMD A320 Socket AM4 DDR4 Micro ATX Motherboard (90MB0TV0-M0EAY0),https://www.newegg.com/p/2MG-000B-000M8
38.99,RS780L-Uatx HP 624832-001 Apricot RS780L AM3 MBoard AMD SOCKET AM2+ AM3 Motherboards,https://www.newegg.com/p/2MG-000H-000C8
64.90,original  513426-001 513425-001 615518-001 Motherboard M2N68-LA  AM2  DDR2  work perfectly,https://www.newegg.com/p/2S7-01JA-13XP3
139.99,ASRock B450 PRO4 AM4 USB 3.1 ATX AMD B450 Ryzen Motherboard,https://www.newegg.com/p/2MG-001J-00040
204.99,TUF X470-Plus Desktop Motherboard Gaming  - AMD Chipset - Socket AM4,https://www.newegg.com/p/1HD-0015-001W9
91.23,GIGABYTE GA-A320M-S2H Gigabyte MB GA-A320M-S2H Socket AM4 AMD A320 Ryzen mATX 32GB DDR4 Retail,https://www.newegg.com/p/2MG-000K-000G7
14.99,MSI B350M GAMING PRO Motherboard IO Shield,https://www.newegg.com/p/2MG-000M-00269
127.30,Asrock Steel Legend AM4 AMD B450 ATX DDR4-SDRAM Motherboard,https://www.newegg.com/p/2MG-001J-00063
244.75,100% New ROG Strix B450-F Gaming AMD Ryzen 2 AM4 DDR4 HDMI DP M.2 USB 3.1 Gen2 ATX Motherboard,https://www.newegg.com/p/2MG-003C-00017
442.00,MSI A75A-G55 FM1 AMD A75 (Hudson D3) SATA 6Gb/s USB 3.0 HDMI ATX AMD Motherboard,https://www.newegg.com/msi-a75a-g55/p/N82E16813130617
29.82,HP P6-2000 AMD  FM1 696350-001 Desktop Motherboard,https://www.newegg.com/p/1HD-001F-00511
252.73,ASUS ROG Crosshair VI Hero AMD Ryzen AM4 DDR4 M.2 USB 3.1 ATX X370 Motherboard with Aura Sync RGB Li,https://www.newegg.com/p/2MG-000B-002R9
136.99,ASUS TUF B450 Gaming Motherboard AMD Ryzen 2 AM4 DDR4 HDMI DVI-D M.2 Micro ATX,https://www.newegg.com/p/2MG-003A-00001
304.99,ROG Strix X470-F GAMING Motherboard Desktop  - AMD Chipset (rogstrixx470fgaming),https://www.newegg.com/p/1HD-0015-001W8
210.44,100% New TUF B450-Plus Gaming AMD Ryzen 2 AM4 DDR4 HDMI DVI M.2 ATX Motherboard Delivered by DHL about 7 business days,https://www.newegg.com/p/2MG-003C-00020
258.97,ASUS 90MB0XF0-M0AAY0 ROG Crosshair VII Hero Wifi,https://www.newegg.com/p/2MG-000B-002X0
343.83,ATX Socket AM4 AMD X470 AORUS motherboard with 8+3 Hybrid Digital PWM   Dual M.2 with Thermal Guard   ALC1220-VB   USB DAC-UP 2 Design Delivered by DHL about 7 business days,https://www.newegg.com/p/2MG-003C-00005
299.99,ASRock X570 TAICHI AM4 AMD Premium X570 SATA 6Gb/s ATX AMD Motherboard,https://www.newegg.com/asrock-x570-taichi/p/N82E16813157883
75.88,MSI A68HM-E33 V2 Socket FM2+ AMD A68H SATAIII 6Gb/s USB3.0 Micro-ATX Motherboard,https://www.newegg.com/msi-a68hm-e33-v2/p/2MG-000M-00212
336.72,GIGABYTE X399 AORUS PRO AMD X399 DDR4 Quad CrossFireX SATA3 USB3.1 ATX Motherboard,https://www.newegg.com/p/2MG-000K-000F9
117.41,GIGABYTE AM4 AMD B450 SATA USB3.1 HDMI Micro ATX AMD Motherboard,https://www.newegg.com/p/2MG-000K-000F8
249.29,MSI MPG X570 GAMING PLUS Socket AM4/ AMD X570/ DDR4/ SATA3&USB3.2/ PCIE 4.0/,https://www.newegg.com/msi-x570gamingplus/p/2MG-000M-001Y0
188.52,MSI X570GAMINGPLUS  MB X570GAMINGPLUS MPG X570 GAMING PLUS AMD RYZEN9 AM4 X570 Max128GB ATX,https://www.newegg.com/p/0ZK-004P-00168
109.00,New Asus A8M2N-LA HP Nodus3-GL8E MICRO ATX AMD Skt AM2 5188-5621,https://www.newegg.com/p/1HD-001F-00620
186.79,MSI B450 TOMAHAWK Socket AM4 AMD B450 SATAIII 6Gb/s USB3.1 ATX Motherboard,https://www.newegg.com/p/2MG-0035-00003
239.67,ASUS AMD ROG STRIX B450-I GAMING Socket AM4 DDR4 Mini-ITX Motherboard (90MB0Z50-M0EAY0),https://www.newegg.com/p/2MG-000B-00242
407.99,ASUS ROG Crosshair VII Hero Motherboard AMD Ryzen 2 AM4 DDR4 M.2 USB 3.1 Gen2 ATX X470,https://www.newegg.com/p/1HD-0015-001U2
136.53,Micro ATX GA-F2A68HM-S1 Socket FM2+ supports AMD FM2+/FM2 A-series APU  2 x DDR3 DIMM sockets supporting up to 64 GB of system memory,https://www.newegg.com/p/2MG-003C-00009
227.58,MSI X570-A PRO Socket AM4/ AMD X570/ DDR4/ SATA3&USB3.2/ PCIE 4.0/ M.2/ A&GbE/ HDMI ATX Motherboard,https://www.newegg.com/msi-x570apro/p/2MG-000M-001Y1
91.99,655590-003 HP P7-1100 Hibiscus AMD Motherboard Desktop  sFM1,https://www.newegg.com/p/1HD-001F-00393
163.98,Asus Prime AMD B450 AM4 ATX DDR4 Motherboard,https://www.newegg.com/asus-prime-b450-plus/p/2MG-000B-00343
63.03,ASRock FM2A68M-HD AMD A68H DDR3-SDRAM MicroATX Motherboard,https://www.newegg.com/p/2MG-001J-00081
156.19,Asus ROG Strix B450-F Gaming AMD B450 DDR4-SDRAM Motherboard,https://www.newegg.com/p/2MG-000B-002Y5
398.00,MSI FM2-A55M-E33 FM2 AMD A55 (Hudson D2) HDMI Micro ATX AMD Motherboard with UEFI BIOS,https://www.newegg.com/msi-fm2-a55m-e33/p/N82E16813130661
31.60,808920-002 HP Envy 750 Pavilion 550 MB 808920-002 AMD Socket FM2+ Motherboard,https://www.newegg.com/p/2MG-000H-000M4
80.78,ASUS PRIME A320M-K  MB PRIME A320M-K AMD Ryzen AM4 A320 32GB DDR4 HDMI DVI USB3.1 uATX Retail,https://www.newegg.com/p/0ZK-01E5-002E5
64.90,original INS 570 Motherboard 4GJJT 04GJJT  MA785R  Chipset RS880  Socket AM3  DDR3,https://www.newegg.com/p/2S7-01JA-13XV3
102.02,ASUS PRIME B450M-A/CSM  MB PRIME B450M-A CSM AMD AM4 Max.64GB DDR4 PCIE mATX Retail,https://www.newegg.com/p/2MG-000B-002X5
76.44,MSI AMD FM2+ A68H DDR3 SATA 6Gb/s USB 3.0 HDMI Micro ATX  Motherboard (A68HM-E33 V2),https://www.newegg.com/p/2MG-000M-001G0
413.22,ASUS CROSSHAIR VIII HERO WI-FI  MB CROSSHAIR VIII HERO WI-FI AMD Ryzen X570 Max64GB DDR4 ATX Retail,https://www.newegg.com/p/0ZK-01E5-002V4
178.79,MSI Performance Gaming AMD X470 Ryzen 2 AM4 DDR4 Onboard Graphics CFX ATX Motherboard (X470 Gaming P,https://www.newegg.com/p/2MG-000M-001G7
363.99,ASUS - ROG CROSSHAIR VII HERO (Socket AM4)  AMD Motherboard  USB 3.1 Gen 1,https://www.newegg.com/p/1HD-0015-00278
294.71,ATX  Socket AM4 4  DDR4 DIMMAMD B450 AORUS Motherboard with Hybrid Digital PWM   Intel Dual Band 802.11ac WIFI Delivered by DHL about 7 business days,https://www.newegg.com/p/2MG-003C-00002
280.99,ASUS ROG Strix B450-I Gaming Motherboard AMD B450 AM4 Mini ITX,https://www.newegg.com/p/1HD-0015-001T7
58.90,original motheboard MCP61PM-HM 1.0B Motherboard 5189-2789 5189-0464 5189-0930 Socket AM2 DDR2 C61,https://www.newegg.com/p/2S7-01JA-13WJ6
371.00,MSI DKA790GX AM2+/AM2 AMD 790GX HDMI ATX AMD Motherboard,https://www.newegg.com/msi-dka790gx/p/N82E16813130191
87.83,New HP Pavilion Media Center a1637c motherboard replacement,https://www.newegg.com/p/2MG-000H-001C3
50.00,450725-003 HP DC5850 461537-001 AM2 AMD Motherboard AMD SOCKET AM2+ AM3 Motherboards,https://www.newegg.com/p/2MG-000H-000C5
128.10,100% New Prime A320M-K AMD Ryzen AM4 DDR4 HDMI VGA M.2 USB 3.1 Micro-ATX A320 Motherboard,https://www.newegg.com/p/2MG-003C-00013
148.43,MSI B450IGAPLAC  Motherboard B450IGAPLAC B450I GAMING PLUS AC AMD RYZEN AM4 B450 32GDR4 HDMI/DP mITX Retail,https://www.newegg.com/p/293-001A-000D9
