,rtx 2080 Ti,rtx 2080,gtx 1080 Ti,gtx Titan X,rtx 2070 super,rtx 2070,gtx 1080,rtx 2060 super,rtx 2060,gtx 1070 Ti,gtx 1070,gtx 1660 Ti,gtx 1660 super,gtx 980 Ti,gtx 1660,gtx 1060 6G,gtx 980,gtx 1060 3G,gtx 970,gtx 1050 Ti,gtx 1050,rx 5700 xt,rx 5700,RX Vega 64,rx 590,RX 580,RX 480,RX 570
0,1229.99,669.99,1099.0,1180.0,529.99,429.99,825.0,419.99,359.99,499.99,589.0,299.99,269.99,510.0,202.99,209.99,475.0,199.99,445.0,169.99,159.99,419.0,349.99,389.99,199.99,189.99,380.0,129.99
